Train_ID,Source,Destination,Date,Time,Day,Month,Holiday,Passengers,Capacity,Platform
12080,Bangalore,Delhi,2024-08-26,22:30,26,8,0,985,1000,10
12081,Bangalore,Pune,2024-02-28,05:30,28,2,0,310,1200,5
12082,Bangalore,Pune,2024-07-11,12:15,11,7,0,277,1200,2
12083,Kolkata,Mumbai,2024-12-16,19:00,16,12,0,1015,1200,6
12084,Bangalore,Chennai,2024-12-04,11:00,4,12,0,718,1200,1
12085,Pune,Chennai,2024-09-07,03:45,7,9,1,1183,1000,3
12086,Chennai,Delhi,2024-09-24,20:30,24,9,1,830,1200,8
12087,Chennai,Pune,2024-10-30,08:30,30,10,0,1072,800,5
12088,Chennai,Delhi,2024-08-25,18:45,25,8,1,544,800,6
12089,Delhi,Bangalore,2024-04-18,11:30,18,4,0,548,1000,9
12090,Hyderabad,Kolkata,2024-04-07,02:15,7,4,1,937,1000,9
12091,Pune,Delhi,2024-12-19,15:45,19,12,0,658,800,5
12092,Delhi,Bangalore,2024-12-20,07:30,20,12,0,879,1200,8
12093,Bangalore,Kolkata,2024-06-25,13:30,25,6,1,560,1200,5
12094,Mumbai,Chennai,2024-04-28,03:15,28,4,0,523,800,4
12095,Delhi,Pune,2024-09-04,08:30,4,9,0,302,800,4
12096,Mumbai,Delhi,2024-06-03,00:15,3,6,0,480,800,9
12097,Mumbai,Pune,2024-03-05,20:45,5,3,0,305,800,8
12098,Chennai,Bangalore,2024-06-23,05:00,23,6,0,458,1000,2
12099,Chennai,Bangalore,2024-02-07,18:00,7,2,0,355,800,2
12100,Delhi,Hyderabad,2024-10-12,13:15,12,10,1,994,1200,8
12101,Chennai,Mumbai,2024-10-28,13:30,28,10,0,782,1200,10
12102,Kolkata,Hyderabad,2024-04-16,20:15,16,4,0,470,1200,3
12103,Delhi,Mumbai,2024-10-09,02:15,9,10,1,202,1000,10
12104,Chennai,Mumbai,2024-01-17,07:30,17,1,1,923,1000,2
12105,Kolkata,Delhi,2024-05-15,20:15,15,5,0,635,800,3
12106,Mumbai,Delhi,2024-02-06,01:15,6,2,0,1011,1000,8
12107,Hyderabad,Bangalore,2024-12-18,09:45,18,12,1,1165,1000,8
12108,Hyderabad,Kolkata,2024-01-21,13:30,21,1,0,818,1000,2
12109,Delhi,Pune,2024-10-21,18:00,21,10,0,983,1200,10
12110,Hyderabad,Mumbai,2024-08-28,16:45,28,8,0,1138,1000,10
12111,Chennai,Pune,2024-09-08,02:45,8,9,0,556,1000,6
12112,Kolkata,Hyderabad,2024-03-23,10:45,23,3,0,910,1000,7
12113,Pune,Bangalore,2024-01-19,14:00,19,1,0,522,1000,2
12114,Pune,Chennai,2024-09-20,00:45,20,9,0,623,800,9
12115,Mumbai,Kolkata,2024-09-12,20:45,12,9,0,978,800,5
12116,Bangalore,Delhi,2024-05-27,14:45,27,5,0,324,800,3
12117,Mumbai,Kolkata,2024-01-08,17:45,8,1,0,295,800,8
12118,Hyderabad,Pune,2024-03-19,15:30,19,3,0,721,1200,7
12119,Pune,Chennai,2024-08-29,07:45,29,8,1,764,800,4
12120,Bangalore,Kolkata,2024-03-10,02:30,10,3,0,991,1000,9
12121,Mumbai,Hyderabad,2024-05-24,23:30,24,5,1,1057,1200,3
12122,Chennai,Kolkata,2024-09-04,11:30,4,9,1,765,1200,8
12123,Mumbai,Delhi,2024-12-23,07:45,23,12,0,439,1000,6
12124,Kolkata,Chennai,2024-12-27,12:45,27,12,0,879,1200,8
12125,Hyderabad,Mumbai,2024-09-14,18:30,14,9,1,1090,800,2
12126,Bangalore,Chennai,2024-01-08,23:15,8,1,0,619,1200,2
12127,Chennai,Mumbai,2024-06-22,19:45,22,6,0,865,800,9
12128,Chennai,Mumbai,2024-11-16,22:45,16,11,0,1093,1200,10
12129,Hyderabad,Mumbai,2024-11-19,21:30,19,11,0,432,1200,7
12130,Hyderabad,Pune,2024-12-26,03:45,26,12,0,370,1200,1
12131,Hyderabad,Chennai,2024-01-29,09:30,29,1,0,583,1000,4
12132,Bangalore,Chennai,2024-10-16,21:15,16,10,0,374,800,10
12133,Pune,Chennai,2024-11-13,21:15,13,11,0,709,1200,4
12134,Chennai,Pune,2024-05-10,14:30,10,5,1,882,800,5
12135,Kolkata,Bangalore,2024-03-21,02:45,21,3,0,1167,1000,7
12136,Kolkata,Mumbai,2024-08-21,09:15,21,8,0,593,1000,4
12137,Chennai,Kolkata,2024-07-02,18:30,2,7,0,916,1000,7
12138,Mumbai,Hyderabad,2024-10-16,21:00,16,10,1,1132,1200,5
12139,Pune,Delhi,2024-11-06,11:15,6,11,0,851,800,3
12140,Kolkata,Hyderabad,2024-11-17,20:00,17,11,0,516,1000,10
12141,Mumbai,Pune,2024-03-08,02:30,8,3,1,534,1200,3
12142,Delhi,Mumbai,2024-10-03,11:30,3,10,0,1050,800,8
12143,Pune,Mumbai,2024-06-22,03:45,22,6,0,1186,800,4
12144,Pune,Kolkata,2024-12-11,12:30,11,12,0,292,1000,5
12145,Bangalore,Hyderabad,2024-08-20,11:30,20,8,0,798,1000,2
12146,Kolkata,Delhi,2024-08-29,00:30,29,8,0,1137,1200,2
12147,Kolkata,Chennai,2024-12-24,09:45,24,12,0,319,800,1
12148,Mumbai,Bangalore,2024-02-29,03:15,29,2,0,1108,1200,7
12149,Chennai,Mumbai,2024-12-09,23:45,9,12,0,801,1200,7
12150,Kolkata,Hyderabad,2024-09-07,19:45,7,9,0,1161,1000,6
12151,Delhi,Bangalore,2024-08-15,07:30,15,8,0,301,1200,9
12152,Kolkata,Mumbai,2024-02-01,12:30,1,2,1,394,800,2
12153,Kolkata,Delhi,2024-11-24,20:00,24,11,0,251,1000,3
12154,Pune,Bangalore,2024-04-15,02:15,15,4,0,800,800,6
12155,Pune,Delhi,2024-11-01,00:30,1,11,0,1079,800,9
12156,Mumbai,Delhi,2024-02-26,21:00,26,2,0,334,800,4
12157,Bangalore,Mumbai,2024-01-09,05:30,9,1,1,253,800,9
12158,Hyderabad,Pune,2024-02-02,15:45,2,2,0,996,1000,8
12159,Bangalore,Delhi,2024-11-10,01:30,10,11,0,669,1200,1
12160,Chennai,Bangalore,2024-08-06,21:00,6,8,1,702,1200,2
12161,Hyderabad,Chennai,2024-11-07,04:00,7,11,0,329,1000,7
12162,Bangalore,Kolkata,2024-05-30,14:45,30,5,0,301,1200,9
12163,Kolkata,Delhi,2024-08-08,14:15,8,8,1,623,1000,7
12164,Chennai,Pune,2024-02-18,10:45,18,2,0,520,1200,6
12165,Delhi,Pune,2024-08-30,02:00,30,8,0,1051,800,7
12166,Hyderabad,Pune,2024-07-09,04:00,9,7,0,800,1200,2
12167,Chennai,Mumbai,2024-12-06,13:00,6,12,0,1191,1000,6
12168,Hyderabad,Kolkata,2024-09-16,06:15,16,9,0,872,1000,2
12169,Mumbai,Kolkata,2024-07-07,03:30,7,7,1,787,800,9
12170,Pune,Bangalore,2024-11-10,21:00,10,11,0,823,1200,1
12171,Delhi,Chennai,2024-12-25,09:30,25,12,0,559,800,3
12172,Bangalore,Pune,2024-07-24,02:15,24,7,0,958,1200,2
12173,Kolkata,Bangalore,2024-04-20,12:45,20,4,0,664,1000,6
12174,Mumbai,Pune,2024-06-15,18:00,15,6,0,1104,800,3
12175,Pune,Bangalore,2024-01-26,21:00,26,1,1,478,1000,8
12176,Bangalore,Chennai,2024-07-31,08:15,31,7,0,973,1200,6
12177,Chennai,Hyderabad,2024-05-25,21:45,25,5,0,739,1200,1
12178,Delhi,Bangalore,2024-11-02,01:00,2,11,0,409,1000,3
12179,Pune,Mumbai,2024-05-28,10:00,28,5,1,207,1000,3
12180,Delhi,Bangalore,2024-09-29,22:15,29,9,0,712,1200,2
12181,Chennai,Pune,2024-01-22,13:00,22,1,0,670,800,10
12182,Chennai,Kolkata,2024-07-26,22:45,26,7,1,496,800,1
12183,Mumbai,Delhi,2024-11-12,14:30,12,11,0,290,1000,4
12184,Chennai,Kolkata,2024-07-24,16:00,24,7,0,605,1000,4
12185,Mumbai,Delhi,2024-02-09,16:00,9,2,0,743,1200,6
12186,Mumbai,Pune,2024-11-26,04:15,26,11,0,305,800,4
12187,Delhi,Kolkata,2024-03-19,20:00,19,3,1,381,1200,8
12188,Pune,Bangalore,2024-10-23,14:30,23,10,0,1084,1200,3
12189,Chennai,Hyderabad,2024-08-28,14:30,28,8,0,1015,1000,6
12190,Bangalore,Hyderabad,2024-06-07,14:45,7,6,0,238,800,5
12191,Hyderabad,Pune,2024-02-16,19:45,16,2,0,673,1200,8
12192,Pune,Bangalore,2024-11-29,06:30,29,11,0,819,1000,1
12193,Chennai,Hyderabad,2024-06-24,22:00,24,6,0,716,1200,1
12194,Delhi,Pune,2024-08-12,14:15,12,8,0,572,1000,7
12195,Chennai,Mumbai,2024-12-13,19:00,13,12,0,1008,1200,2
12196,Mumbai,Hyderabad,2024-10-12,21:45,12,10,0,490,1000,6
12197,Hyderabad,Kolkata,2024-12-05,04:30,5,12,1,517,1200,3
12198,Bangalore,Pune,2024-02-13,09:45,13,2,0,858,1000,9
12199,Hyderabad,Pune,2024-12-09,13:30,9,12,0,218,1000,3
12200,Delhi,Chennai,2024-09-05,06:15,5,9,0,340,800,5
12201,Pune,Hyderabad,2024-09-16,17:00,16,9,0,877,1000,10
12202,Chennai,Delhi,2024-03-24,05:15,24,3,0,938,1000,7
12203,Mumbai,Pune,2024-05-01,14:30,1,5,1,970,1200,4
12204,Bangalore,Delhi,2024-06-07,15:15,7,6,1,576,1200,8
12205,Pune,Mumbai,2024-07-14,16:45,14,7,0,1189,800,10
12206,Delhi,Chennai,2024-01-27,20:45,27,1,0,1095,1000,9
12207,Pune,Hyderabad,2024-05-25,02:15,25,5,0,479,1000,7
12208,Hyderabad,Mumbai,2024-08-18,11:00,18,8,1,624,800,9
12209,Mumbai,Delhi,2024-07-16,02:30,16,7,0,429,800,2
12210,Pune,Kolkata,2024-11-28,10:15,28,11,0,340,800,8
12211,Kolkata,Delhi,2024-12-27,15:45,27,12,0,830,800,1
12212,Mumbai,Delhi,2024-03-17,17:45,17,3,0,313,1000,5
12213,Hyderabad,Delhi,2024-05-02,13:45,2,5,1,264,800,10
12214,Bangalore,Hyderabad,2024-11-19,16:15,19,11,0,935,800,7
12215,Hyderabad,Kolkata,2024-06-29,07:45,29,6,0,391,1200,9
12216,Mumbai,Hyderabad,2024-09-26,17:00,26,9,0,599,1000,7
12217,Mumbai,Chennai,2024-01-09,11:00,9,1,0,553,800,10
12218,Kolkata,Mumbai,2024-03-09,01:30,9,3,0,759,1000,8
12219,Kolkata,Chennai,2024-11-19,05:15,19,11,1,264,1200,1
12220,Mumbai,Delhi,2024-01-23,06:00,23,1,1,523,1000,9
12221,Chennai,Mumbai,2024-01-19,20:15,19,1,0,492,1000,6
12222,Mumbai,Hyderabad,2024-07-07,13:45,7,7,1,961,1000,6
12223,Delhi,Bangalore,2024-12-20,15:30,20,12,0,1146,1200,2
12224,Kolkata,Chennai,2024-02-10,13:15,10,2,0,758,1000,2
12225,Hyderabad,Chennai,2024-12-04,09:30,4,12,1,656,1200,3
12226,Kolkata,Chennai,2024-06-28,14:00,28,6,1,944,1000,5
12227,Kolkata,Hyderabad,2024-02-08,21:45,8,2,0,572,1200,1
12228,Delhi,Kolkata,2024-12-13,14:00,13,12,0,329,800,6
12229,Mumbai,Bangalore,2024-10-17,01:15,17,10,0,895,1000,6
12230,Chennai,Hyderabad,2024-10-20,04:30,20,10,0,607,1000,4
12231,Hyderabad,Delhi,2024-04-05,15:45,5,4,0,1135,1200,5
12232,Pune,Mumbai,2024-12-26,14:15,26,12,1,826,1000,4
12233,Hyderabad,Mumbai,2024-02-07,14:15,7,2,1,1120,1200,2
12234,Pune,Kolkata,2024-06-12,21:30,12,6,0,926,800,5
12235,Pune,Delhi,2024-12-30,22:15,30,12,0,1012,1000,2
12236,Delhi,Mumbai,2024-05-01,15:00,1,5,0,569,1200,8
12237,Pune,Bangalore,2024-03-07,19:00,7,3,1,267,1000,8
12238,Bangalore,Chennai,2024-07-28,18:00,28,7,0,328,1000,8
12239,Chennai,Pune,2024-09-21,11:15,21,9,0,1099,1200,3
12240,Chennai,Kolkata,2024-01-29,03:15,29,1,0,511,800,6
12241,Kolkata,Delhi,2024-06-26,16:30,26,6,0,1066,800,4
12242,Kolkata,Bangalore,2024-05-20,04:30,20,5,0,829,1200,9
12243,Kolkata,Delhi,2024-10-30,18:15,30,10,0,375,1200,10
12244,Hyderabad,Delhi,2024-02-11,01:30,11,2,1,866,800,10
12245,Kolkata,Hyderabad,2024-09-11,20:30,11,9,1,857,1000,4
12246,Pune,Kolkata,2024-07-26,09:45,26,7,0,274,1200,3
12247,Chennai,Bangalore,2024-09-04,14:15,4,9,0,548,1200,6
12248,Pune,Kolkata,2024-06-12,23:30,12,6,0,1198,1000,6
12249,Bangalore,Kolkata,2024-02-24,10:15,24,2,0,677,800,8
12250,Delhi,Mumbai,2024-02-19,01:30,19,2,1,1168,1000,4
12251,Pune,Delhi,2024-06-16,18:30,16,6,1,394,800,9
12252,Chennai,Bangalore,2024-06-06,15:00,6,6,1,292,1000,4
12253,Delhi,Kolkata,2024-06-29,01:00,29,6,1,488,1000,5
12254,Bangalore,Hyderabad,2024-02-25,13:15,25,2,0,1103,1000,7
12255,Mumbai,Hyderabad,2024-07-24,01:15,24,7,0,571,1200,2
12256,Chennai,Kolkata,2024-08-18,17:30,18,8,0,1045,1200,3
12257,Hyderabad,Bangalore,2024-07-10,10:30,10,7,0,973,800,10
12258,Bangalore,Chennai,2024-09-13,01:00,13,9,0,239,800,8
12259,Bangalore,Chennai,2024-03-17,19:15,17,3,0,535,1200,3
12260,Chennai,Kolkata,2024-06-02,18:30,2,6,1,719,1200,10
12261,Mumbai,Bangalore,2024-01-09,11:30,9,1,1,889,800,10
12262,Mumbai,Pune,2024-12-18,20:00,18,12,0,811,1000,10
12263,Bangalore,Delhi,2024-01-27,18:45,27,1,1,374,1200,3
12264,Pune,Kolkata,2024-05-04,01:00,4,5,1,395,800,6
12265,Chennai,Delhi,2024-07-30,22:15,30,7,1,620,1200,1
12266,Kolkata,Delhi,2024-09-22,06:30,22,9,1,878,1000,6
12267,Delhi,Bangalore,2024-09-29,10:30,29,9,0,892,1200,10
12268,Chennai,Delhi,2024-05-06,08:30,6,5,0,430,1000,4
12269,Kolkata,Pune,2024-09-07,10:45,7,9,0,557,1200,5
12270,Hyderabad,Kolkata,2024-12-12,17:45,12,12,0,1117,1000,3
12271,Mumbai,Hyderabad,2024-05-27,22:00,27,5,0,554,1000,8
12272,Delhi,Mumbai,2024-10-02,08:30,2,10,0,340,800,4
12273,Hyderabad,Pune,2024-09-28,07:15,28,9,1,253,800,6
12274,Kolkata,Chennai,2024-02-21,21:15,21,2,0,205,1200,7
12275,Kolkata,Chennai,2024-09-01,20:15,1,9,0,974,1000,5
12276,Kolkata,Hyderabad,2024-02-15,20:15,15,2,0,747,1200,3
12277,Chennai,Delhi,2024-01-19,12:45,19,1,0,390,1200,1
12278,Hyderabad,Chennai,2024-10-17,19:00,17,10,0,1150,1000,8
12279,Kolkata,Bangalore,2024-09-25,15:15,25,9,1,1071,1200,5
12280,Delhi,Hyderabad,2024-06-18,05:45,18,6,0,863,1000,1
12281,Kolkata,Mumbai,2024-05-31,18:15,31,5,1,379,1200,7
12282,Bangalore,Mumbai,2024-02-14,12:00,14,2,1,389,800,6
12283,Delhi,Hyderabad,2024-05-13,12:15,13,5,0,657,1000,5
12284,Bangalore,Pune,2024-10-20,00:30,20,10,0,869,1000,1
12285,Kolkata,Hyderabad,2024-08-26,09:15,26,8,0,615,1200,2
12286,Kolkata,Mumbai,2024-07-07,19:15,7,7,1,424,800,3
12287,Chennai,Pune,2024-11-06,11:45,6,11,1,918,1200,9
12288,Pune,Kolkata,2024-04-21,07:00,21,4,0,738,1000,2
12289,Bangalore,Hyderabad,2024-02-01,17:15,1,2,0,786,1200,3
12290,Mumbai,Kolkata,2024-08-14,03:15,14,8,1,934,1200,2
12291,Bangalore,Chennai,2024-01-29,14:15,29,1,1,725,1000,10
12292,Hyderabad,Kolkata,2024-08-24,21:30,24,8,1,940,800,5
12293,Pune,Hyderabad,2024-04-21,18:00,21,4,0,246,1000,2
12294,Bangalore,Hyderabad,2024-02-05,15:00,5,2,0,493,1000,3
12295,Pune,Kolkata,2024-11-26,13:30,26,11,1,1112,1000,7
12296,Chennai,Hyderabad,2024-12-15,21:15,15,12,0,869,1000,3
12297,Bangalore,Chennai,2024-09-27,04:15,27,9,0,1054,800,5
12298,Chennai,Pune,2024-10-05,13:45,5,10,0,1043,800,8
12299,Mumbai,Delhi,2024-05-21,06:00,21,5,1,232,1200,10
12300,Pune,Hyderabad,2024-05-03,06:00,3,5,0,303,1200,8
12301,Bangalore,Pune,2024-12-26,01:15,26,12,1,958,800,8
12302,Delhi,Kolkata,2024-04-21,01:15,21,4,0,715,1000,10
12303,Mumbai,Kolkata,2024-11-02,21:30,2,11,0,442,1000,9
12304,Delhi,Bangalore,2024-06-02,08:00,2,6,0,770,1200,7
12305,Bangalore,Chennai,2024-01-25,11:45,25,1,0,1004,1200,7
12306,Chennai,Delhi,2024-06-02,12:15,2,6,1,972,1200,4
12307,Pune,Delhi,2024-06-02,22:15,2,6,0,1025,1000,9
12308,Chennai,Bangalore,2024-10-12,16:15,12,10,0,597,800,4
12309,Mumbai,Pune,2024-02-10,14:30,10,2,0,294,1200,1
12310,Mumbai,Bangalore,2024-12-10,19:00,10,12,0,1094,800,10
12311,Kolkata,Pune,2024-10-13,06:45,13,10,0,413,1000,1
12312,Delhi,Mumbai,2024-03-01,23:45,1,3,0,1136,800,7
12313,Delhi,Kolkata,2024-06-13,09:45,13,6,0,677,1200,5
12314,Mumbai,Chennai,2024-09-19,15:45,19,9,1,300,1200,6
12315,Delhi,Chennai,2024-06-09,13:00,9,6,0,776,800,1
12316,Mumbai,Kolkata,2024-10-26,18:45,26,10,0,502,800,6
12317,Delhi,Bangalore,2024-10-18,07:45,18,10,0,763,1200,5
12318,Pune,Chennai,2024-11-24,23:45,24,11,0,671,800,3
12319,Delhi,Pune,2024-10-06,15:15,6,10,0,1138,1200,9
12320,Hyderabad,Delhi,2024-12-08,01:00,8,12,0,622,800,2
12321,Kolkata,Delhi,2024-01-05,06:45,5,1,1,582,800,8
12322,Hyderabad,Delhi,2024-09-29,17:45,29,9,0,212,800,9
12323,Mumbai,Hyderabad,2024-09-14,22:45,14,9,0,1025,800,2
12324,Bangalore,Delhi,2024-05-03,06:30,3,5,0,1034,1000,7
12325,Hyderabad,Chennai,2024-07-26,14:15,26,7,0,913,800,2
12326,Kolkata,Pune,2024-01-17,02:45,17,1,1,588,1000,1
12327,Kolkata,Hyderabad,2024-12-25,05:00,25,12,0,711,1000,10
12328,Pune,Hyderabad,2024-09-27,01:15,27,9,1,416,1200,5
12329,Hyderabad,Delhi,2024-12-16,08:00,16,12,0,383,1000,4
12330,Bangalore,Delhi,2024-12-30,12:00,30,12,0,506,800,10
12331,Pune,Chennai,2024-12-12,17:30,12,12,0,593,1200,2
12332,Bangalore,Pune,2024-06-26,01:00,26,6,0,647,800,6
12333,Bangalore,Kolkata,2024-10-31,12:30,31,10,0,230,1200,8
12334,Chennai,Delhi,2024-07-01,17:45,1,7,1,642,800,2
12335,Pune,Bangalore,2024-05-31,07:00,31,5,0,284,1000,7
12336,Kolkata,Pune,2024-03-19,23:45,19,3,0,524,1000,2
12337,Hyderabad,Chennai,2024-08-15,11:30,15,8,0,304,800,3
12338,Chennai,Bangalore,2024-10-12,17:45,12,10,0,305,800,6
12339,Bangalore,Hyderabad,2024-11-01,19:30,1,11,0,1084,1000,5
12340,Chennai,Bangalore,2024-02-13,23:15,13,2,0,785,1200,7
12341,Delhi,Mumbai,2024-05-17,09:30,17,5,0,704,800,3
12342,Chennai,Mumbai,2024-08-03,09:45,3,8,0,1001,800,5
12343,Delhi,Pune,2024-11-16,15:15,16,11,0,668,800,5
12344,Hyderabad,Bangalore,2024-06-19,19:45,19,6,1,1023,1000,6
12345,Chennai,Pune,2024-10-31,04:30,31,10,0,528,1200,8
12346,Mumbai,Delhi,2024-07-22,10:30,22,7,1,952,1200,10
12347,Pune,Delhi,2024-06-15,12:30,15,6,0,1036,1000,2
12348,Bangalore,Delhi,2024-10-30,17:15,30,10,0,898,1200,8
12349,Kolkata,Delhi,2024-08-12,09:00,12,8,1,1038,1000,3
12350,Kolkata,Mumbai,2024-05-03,08:15,3,5,1,932,1000,2
12351,Chennai,Kolkata,2024-09-02,18:45,2,9,1,747,1200,9
12352,Hyderabad,Chennai,2024-12-25,17:00,25,12,0,311,800,3
12353,Kolkata,Bangalore,2024-01-23,18:45,23,1,1,1190,1000,2
12354,Hyderabad,Delhi,2024-05-12,07:15,12,5,1,656,1000,8
12355,Pune,Kolkata,2024-10-28,22:15,28,10,1,553,800,2
12356,Mumbai,Bangalore,2024-02-13,03:15,13,2,0,556,1000,8
12357,Pune,Delhi,2024-09-23,15:30,23,9,1,687,800,8
12358,Mumbai,Hyderabad,2024-06-02,01:00,2,6,0,223,1000,3
12359,Kolkata,Delhi,2024-09-21,05:15,21,9,1,538,1200,8
12360,Delhi,Bangalore,2024-11-18,05:15,18,11,1,855,1200,7
12361,Hyderabad,Pune,2024-11-10,06:45,10,11,1,806,1000,1
12362,Kolkata,Delhi,2024-04-15,08:00,15,4,0,791,800,6
12363,Mumbai,Delhi,2024-08-22,03:30,22,8,0,886,1000,10
12364,Chennai,Kolkata,2024-07-19,18:00,19,7,1,556,1000,10
12365,Delhi,Pune,2024-12-27,09:00,27,12,0,888,800,2
12366,Delhi,Chennai,2024-02-29,05:30,29,2,1,910,800,7
